school_type, state, total_enrolments, school_sector, girls_enrolments, icsea, teaching_staff, full_time_equivalent_enrolments, language_background_other_than_english, boys_enrolments, year_range, geolocation, suburb, ogc_fid, abs_remoteness_area, calendar_year, longitude, latitude
"Primary","NSW",116,"Government",62,990,6,116.0,9,54,"K-6","Inner Regional","Ebenezer",75692,"Inner Regional Australia","2016",150.876774,-33.530917
"Primary","NSW",475,"Government",251,1009,21,475.0,11,224,"K-6","Major Cities","Emu Plains",75693,"Major Cities of Australia","2016",150.657739,-33.755617
"Primary","NSW",498,"Government",268,1110,21,498.0,51,230,"K-6","Major Cities","Castle Hill",75694,"Major Cities of Australia","2016",150.990408,-33.740444
"Primary","NSW",189,"Government",82,959,9,189.0,9,107,"K-6","Major Cities","Freemans Reach",75695,"Major Cities of Australia","2016",150.799309,-33.558697
"Primary","NSW",1044,"Government",505,1105,47,1044.0,94,539,"U, K-6","Major Cities","Girraween",75696,"Major Cities of Australia","2016",150.9504057,-33.79978665
"Primary","NSW",268,"Government",129,1106,15,268.0,11,139,"K-6","Major Cities","Glenbrook",75697,"Major Cities of Australia","2016",150.621286,-33.765996
"Primary","NSW",238,"Government",123,956,11,238.0,3,115,"K-6","Inner Regional","Glossodia",75698,"Inner Regional Australia","2016",150.765471,-33.530504
"Primary","NSW",730,"Government",363,1083,36,730.0,65,367,"K-6","Major Cities","Greystanes",75699,"Major Cities of Australia","2016",150.941111,-33.828043
"Primary","NSW",646,"Government",334,1085,27,646.0,42,312,"K-6","Major Cities","Kellyville",75700,"Major Cities of Australia","2016",150.957887,-33.711052
"Primary","NSW",257,"Government",123,837,24,257.0,4,134,"U, K-6","Inner Regional","Kelso",77038,"Inner Regional Australia","2016",149.605156,-33.416969
"Primary","NSW",411,"Government",199,1045,18,411.0,60,212,"K-6","Major Cities","Kingswood",75701,"Major Cities of Australia","2016",150.726509,-33.765884
"Primary","NSW",188,"Government",103,1006,10,188.0,11,85,"K-6","Inner Regional","Kurmond",75702,"Inner Regional Australia","2016",150.692309,-33.549715
"Primary","NSW",229,"Government",116,1046,11,229.0,8,113,"K-6","Inner Regional","Kurrajong",75703,"Inner Regional Australia","2016",150.662653,-33.555196
"Primary","NSW",65,"Government",35,1009,4,65.0,7,30,"K-6","Inner Regional","East Kurrajong",75704,"Inner Regional Australia","2016",150.7777267,-33.51126419
"Primary","NSW",102,"Government",53,1072,5,102.0,12,49,"K-6","Inner Regional","Kurrajong Hills",75705,"Inner Regional Australia","2016",150.6390358,-33.54201269
"Primary","NSW",251,"Government",128,1017,14,251.0,9,123,"U, K-6","Major Cities","Lawson",75706,"Major Cities of Australia","2016",150.428243,-33.721217
"Primary","NSW",262,"Government",123,1074,14,262.0,12,139,"K-6","Major Cities","Leura",75707,"Major Cities of Australia","2016",150.336733,-33.711151
"Primary","NSW",335,"Government",150,946,15,335.0,21,185,"K-6","Major Cities","Llandilo",75708,"Major Cities of Australia","2016",150.751783,-33.707237
"Primary","NSW",204,"Government",93,931,12,204.0,8,111,"K-6","Major Cities","Londonderry",75709,"Major Cities of Australia","2016",150.736905,-33.647454
"Primary","NSW",74,"Government",33,927,3,74.0,16,41,"K-6","Inner Regional","Luddenham",75710,"Inner Regional Australia","2016",150.691523,-33.881331
"Primary","NSW",9,"Government",7,951,1,9.0,27,2,"K-6","Inner Regional","Central Macdonald",75711,"Inner Regional Australia","2016",150.971993,-33.321271
"Primary","NSW",111,"Government",58,1043,5,111.0,4,53,"K-6","Inner Regional","Maraylya",75712,"Inner Regional Australia","2016",150.916264,-33.592681
"Primary","NSW",40,"Government",18,977,3,40.0,5,22,"K-6","Inner Regional","Maroota",75713,"Inner Regional Australia","2016",150.99365,-33.455283
"Primary","NSW",52,"Government",25,997,3,52.0,35,27,"K-6","Major Cities","Marsden Park",75714,"Major Cities of Australia","2016",150.833642,-33.696425
"Primary","NSW",210,"Government",97,916,14,210.0,49,113,"U, K-6","Major Cities","Seven Hills",75715,"Major Cities of Australia","2016",150.943263,-33.781621
"Primary","NSW",13,"Government",5,1019,2,13.0,15,8,"K-6","Inner Regional","Megalong Valley",75716,"Inner Regional Australia","2016",150.232582,-33.715301
"Primary","NSW",84,"Government",47,1004,3,84.0,28,37,"K-6","Inner Regional","Mount Victoria",75717,"Inner Regional Australia","2016",150.253883,-33.591334
"Primary","NSW",81,"Government",33,1009,3,81.0,19,48,"K-6","Inner Regional","Mulgoa",75718,"Inner Regional Australia","2016",150.6511697,-33.83628306
"Primary","NSW",646,"Government",319,1062,33,646.0,41,327,"K-6","Major Cities","Northmead",75719,"Major Cities of Australia","2016",150.990753,-33.786511
"Primary","NSW",442,"Government",214,983,22,442.0,10,228,"K-6","Inner Regional","Oakville",75720,"Inner Regional Australia","2016",150.87054,-33.620452
"Primary","NSW",102,"Government",48,1011,6,102.0,24,54,"K-6","Major Cities","Orchard Hills",75721,"Major Cities of Australia","2016",150.721365,-33.783029
"Primary","NSW",725,"Government",368,1057,34,725.0,47,357,"K-6","Major Cities","Glenwood",75722,"Major Cities of Australia","2016",150.93476,-33.725885
"Primary","NSW",811,"Government",365,1122,38,811.0,96,446,"K-6","Major Cities","Parramatta",75723,"Major Cities of Australia","2016",151.007732,-33.81571
"Primary","NSW",361,"Government",181,1040,18,361.0,82,180,"K-6","Major Cities","North Parramatta",75724,"Major Cities of Australia","2016",151.003,-33.817
"Primary","NSW",738,"Government",336,1031,39,738.0,91,402,"U, K-6","Major Cities","Parramatta",75725,"Major Cities of Australia","2016",150.990968,-33.824472
"Primary","NSW",391,"Government",197,965,24,391.0,37,194,"U, K-6","Major Cities","Penrith",75726,"Major Cities of Australia","2016",150.70542,-33.75614302
"Primary","NSW",267,"Government",136,1005,14,267.0,6,131,"K-6","Major Cities","Pitt Town",75727,"Major Cities of Australia","2016",150.8599096,-33.58436312
"Primary","NSW",473,"Government",231,972,26,473.0,60,242,"U, K-6","Major Cities","Plumpton",75728,"Major Cities of Australia","2016",150.838556,-33.749158
"Primary","NSW",910,"Government",447,1076,44,910.0,72,463,"K-6","Major Cities","Quakers Hill",75729,"Major Cities of Australia","2016",150.885265,-33.737467
"Primary","NSW",705,"Government",323,1005,32,705.0,10,382,"K-6","Major Cities","Regentville",75730,"Major Cities of Australia","2016",150.668311,-33.77728
"Primary","NSW",167,"Government",70,950,12,167.0,7,97,"K-6","Major Cities","North Richmond",75731,"Major Cities of Australia","2016",150.716871,-33.580591
"Primary","NSW",238,"Government",106,903,19,238.0,21,132,"U, P-6","Major Cities","Riverstone",75732,"Major Cities of Australia","2016",150.871019,-33.678387
"Primary","NSW",694,"Government",327,1048,41,694.0,27,367,"U, K-6","Major Cities","Rouse Hill",75733,"Major Cities of Australia","2016",150.92,-33.6801
"Primary","NSW",114,"Government",54,979,5,114.0,52,60,"P-6","Major Cities","Rydalmere",75734,"Major Cities of Australia","2016",151.044705,-33.814317
"Primary","NSW",262,"Government",129,936,15,262.0,49,133,"P-6","Major Cities","St Marys",75735,"Major Cities of Australia","2016",150.770634,-33.768364
"Primary","NSW",298,"Government",134,995,16,298.0,19,164,"K-6","Major Cities","Schofields",75736,"Major Cities of Australia","2016",150.875247,-33.693115
"Primary","NSW",255,"Government",119,918,12,255.0,8,136,"K-6","Inner Regional","Oberon",77059,"Inner Regional Australia","2016",149.864517,-33.703254
"Primary","NSW",242,"Government",120,1054,11,242.0,48,122,"K-6","Major Cities","Seven Hills",75737,"Major Cities of Australia","2016",150.955,-33.76
"Primary","NSW",419,"Government",206,1070,21,419.0,16,213,"U, K-6","Major Cities","Springwood",75738,"Major Cities of Australia","2016",150.5737188,-33.70436506
"Primary","NSW",652,"Government",321,1041,32,652.0,51,331,"K-6","Major Cities","Toongabbie",75739,"Major Cities of Australia","2016",150.966667,-33.787181
"Primary","NSW",25,"Government",6,908,2,25.0,17,19,"K-6","Major Cities","Vineyard",75740,"Major Cities of Australia","2016",150.857935,-33.647352
"Primary","NSW",84,"Government",34,971,2,84.0,23,50,"K-6","Inner Regional","Wallacia",75741,"Inner Regional Australia","2016",150.641613,-33.862695
"Primary","NSW",373,"Government",176,1069,17,373.0,12,197,"K-6","Major Cities","Wentworth Falls",75742,"Major Cities of Australia","2016",150.373525,-33.714112
"Primary","NSW",498,"Government",231,1054,25,498.0,91,267,"U, K-6","Major Cities","Wentworthville",75743,"Major Cities of Australia","2016",150.968613,-33.814004
"Primary","NSW",322,"Government",153,993,14,322.0,3,169,"K-6","Major Cities","Wilberforce",75744,"Major Cities of Australia","2016",150.839763,-33.558704
"Primary","NSW",167,"Government",82,949,13,167.0,8,85,"K-6","Major Cities","Windsor",75745,"Major Cities of Australia","2016",150.816413,-33.610366
"Primary","NSW",48,"Government",30,955,2,48.0,2,18,"K-6","Inner Regional","Wisemans Ferry",75746,"Inner Regional Australia","2016",150.984133,-33.385958
"Primary","NSW",348,"Government",171,959,18,348.0,9,177,"K-6","Inner Regional","Warragamba",75747,"Inner Regional Australia","2016",150.60539,-33.890924
"Primary","NSW",409,"Government",208,1070,21,409.0,81,201,"K-6","Major Cities","Parramatta",75748,"Major Cities of Australia","2016",151.017766,-33.806081
"Primary","NSW",415,"Government",213,1031,21,415.0,9,202,"K-6","Major Cities","Hazelbrook",75749,"Major Cities of Australia","2016",150.459399,-33.726554
"Primary","NSW",1271,"Government",598,1139,60,1271.0,97,673,"K-6","Major Cities","Westmead",75750,"Major Cities of Australia","2016",150.985291,-33.810171
"Primary","NSW",115,"Government",51,964,6,115.0,57,64,"K-6","Major Cities","Seven Hills",75751,"Major Cities of Australia","2016",150.937488,-33.770031
"Primary","NSW",147,"Government",76,961,9,147.0,18,71,"K-6","Major Cities","Katoomba",75752,"Major Cities of Australia","2016",150.315134,-33.699128
"Primary","NSW",293,"Government",134,1007,19,293.0,69,159,"P-6","Major Cities","Wentworthville",75753,"Major Cities of Australia","2016",150.9530887,-33.80981273
"Primary","NSW",743,"Government",376,974,34,743.0,73,367,"K-6","Major Cities","Merrylands",75754,"Major Cities of Australia","2016",150.973319,-33.826331
"Primary","NSW",349,"Government",167,1018,15,349.0,13,182,"K-6","Major Cities","Richmond",75755,"Major Cities of Australia","2016",150.757514,-33.598937
"Primary","NSW",399,"Government",194,1073,18,399.0,61,205,"K-6","Major Cities","Dundas",75756,"Major Cities of Australia","2016",151.036399,-33.804424
"Primary","NSW",493,"Government",264,926,25,493.0,38,229,"P-6","Major Cities","St Marys",75757,"Major Cities of Australia","2016",150.788894,-33.771451
"Primary","NSW",665,"Government",328,960,34,665.0,59,337,"U, K-6","Major Cities","Rooty Hill",75758,"Major Cities of Australia","2016",150.840435,-33.769292
"Primary","NSW",519,"Government",233,912,34,519.0,20,286,"U, P-6","Major Cities","Cambridge Park",75759,"Major Cities of Australia","2016",150.725939,-33.747017
"Primary","NSW",196,"Government",89,965,10,196.0,86,107,"K-6","Major Cities","Blacktown",75760,"Major Cities of Australia","2016",150.913134,-33.75879
"Primary","NSW",168,"Government",73,849,10,168.0,8,95,"K-6","Major Cities","South Windsor",75761,"Major Cities of Australia","2016",150.804036,-33.618221
"Primary","NSW",182,"Government",76,1066,19,182.0,64,106,"K-6","Major Cities","Oatlands",75762,"Major Cities of Australia","2016",151.0227813,-33.79995194
"Primary","NSW",59,"Government",21,916,4,59.0,53,38,"K-6","Major Cities","Telopea",75763,"Major Cities of Australia","2016",151.04364,-33.797032
"Primary","NSW",430,"Government",206,968,25,430.0,58,224,"U, K-6","Major Cities","Blacktown",75764,"Major Cities of Australia","2016",150.893057,-33.770441
"Primary","NSW",172,"Government",75,988,9,172.0,42,97,"U, P-6","Major Cities","Ermington",75765,"Major Cities of Australia","2016",151.05818,-33.817144
"Primary","NSW",151,"Government",69,994,13,151.0,61,82,"K-6","Major Cities","Ermington",75766,"Major Cities of Australia","2016",151.058368,-33.805894
"Primary","NSW",480,"Government",228,974,27,480.0,18,252,"U, K-6","Major Cities","Penrith",75767,"Major Cities of Australia","2016",150.700637,-33.763901
"Primary","NSW",106,"Government",43,1004,6,106.0,15,63,"K-6","Major Cities","Castlereagh",75768,"Major Cities of Australia","2016",150.675968,-33.667028
"Primary","NSW",157,"Government",80,986,10,157.0,53,77,"P-6","Major Cities","Dundas Valley",75769,"Major Cities of Australia","2016",151.058398,-33.795608
"Primary","NSW",380,"Government",170,976,26,380.0,69,210,"U, P-6","Major Cities","Seven Hills",75770,"Major Cities of Australia","2016",150.921605,-33.765987
"Primary","NSW",488,"Government",208,950,33,488.0,58,280,"U, P-6","Major Cities","Blacktown",75771,"Major Cities of Australia","2016",150.895304,-33.756609
"Primary","NSW",139,"Government",58,920,20,139.0,36,81,"U, P-6","Major Cities","Lalor Park",75772,"Major Cities of Australia","2016",150.93125,-33.760504
"Primary","NSW",269,"Government",137,1003,13,269.0,70,132,"K-6","Major Cities","Seven Hills",75773,"Major Cities of Australia","2016",150.924537,-33.777505
"Primary","NSW",960,"Government",460,1042,43,960.0,80,500,"K-6","Major Cities","Blacktown",75774,"Major Cities of Australia","2016",150.905175,-33.780193
"Primary","NSW",177,"Government",76,1058,9,177.0,5,101,"K-6","Major Cities","Warrimoo",75775,"Major Cities of Australia","2016",150.600217,-33.728056
"Primary","NSW",423,"Government",204,871,23,423.0,23,219,"K-6","Major Cities","North St Marys",75776,"Major Cities of Australia","2016",150.782596,-33.756231
"Primary","NSW",681,"Government",311,1063,33,681.0,54,370,"K-6","Major Cities","Acacia Gardens",75777,"Major Cities of Australia","2016",150.914359,-33.732484
"Primary","NSW",640,"Government",318,1095,34,640.0,91,322,"K-6","Major Cities","Wentworthville",75778,"Major Cities of Australia","2016",150.96599,-33.801954
"Primary","NSW",476,"Government",241,1018,23,476.0,26,235,"K-6","Major Cities","Seven Hills",75779,"Major Cities of Australia","2016",150.942765,-33.757148
"Primary","NSW",290,"Government",146,987,14,290.0,37,144,"K-6","Major Cities","Blacktown",75780,"Major Cities of Australia","2016",150.926373,-33.754408
"Primary","NSW",303,"Government",159,941,16,303.0,34,144,"K-6","Major Cities","St Marys",75781,"Major Cities of Australia","2016",150.776385,-33.780052
"Primary","NSW",325,"Government",160,970,17,325.0,28,165,"K-6","Major Cities","Marayong",75782,"Major Cities of Australia","2016",150.896425,-33.742667
"Primary","NSW",526,"Government",243,897,29,526.0,30,283,"U, K-6","Major Cities","Colyton",75783,"Major Cities of Australia","2016",150.792462,-33.783499
"Primary","NSW",560,"Government",271,957,38,560.0,78,289,"P-6","Major Cities","Mount Druitt",75784,"Major Cities of Australia","2016",150.812509,-33.763984
"Primary","NSW",568,"Government",283,979,28,568.0,57,285,"K-6","Major Cities","Blacktown",75785,"Major Cities of Australia","2016",150.892148,-33.784758
"Primary","NSW",380,"Government",197,1067,18,380.0,10,183,"K-6","Major Cities","Blaxland East",75786,"Major Cities of Australia","2016",150.623632,-33.746937
"Primary","NSW",345,"Government",178,982,18,345.0,57,167,"K-6","Major Cities","Blacktown",75787,"Major Cities of Australia","2016",150.885236,-33.760128
"Primary","NSW",293,"Government",126,951,30,293.0,25,167,"U, P-6","Major Cities","Kingswood",75788,"Major Cities of Australia","2016",150.711849,-33.769287
"Primary","NSW",145,"Government",75,824,8,145.0,14,70,"P-6","Major Cities","Penrith",75789,"Major Cities of Australia","2016",150.711457,-33.741191
"Primary","NSW",318,"Government",160,1041,13,318.0,5,158,"K-6","Major Cities","Faulconbridge",75790,"Major Cities of Australia","2016",150.544693,-33.691022
"Primary","NSW",247,"Government",102,998,15,247.0,54,145,"U, K-6","Major Cities","Toongabbie",75791,"Major Cities of Australia","2016",150.957238,-33.792593
"Secondary","NSW",227,"Government",102,940,23,225.6,7,125,"U, 7-12","Inner Regional","Oberon",77159,"Inner Regional Australia","2016",149.861132,-33.701691
"Primary","NSW",78,"Government",39,891,8,78.0,53,39,"K-6","Major Cities","Wentworthville",75792,"Major Cities of Australia","2016",150.9791683,-33.79721092
"Primary","NSW",315,"Government",143,842,32,315.0,31,172,"U, P-6","Major Cities","Whalan",75793,"Major Cities of Australia","2016",150.809664,-33.752917
"Primary","NSW",558,"Government",268,1002,28,558.0,51,290,"K-6","Major Cities","Blacktown",75794,"Major Cities of Australia","2016",150.917863,-33.789161
"Primary","NSW",780,"Government",364,1109,42,780.0,54,416,"U, K-6","Major Cities","Baulkham Hills",75795,"Major Cities of Australia","2016",150.982269,-33.761316
"Primary","NSW",1050,"Government",514,1136,51,1050.0,92,536,"K-6","Major Cities","Carlingford",75796,"Major Cities of Australia","2016",151.0376167,-33.78207212
"Primary","NSW",323,"Government",134,835,22,323.0,33,189,"U, K-6","Major Cities","Tregear",75797,"Major Cities of Australia","2016",150.794321,-33.745883
"Primary","NSW",590,"Government",283,1013,30,590.0,55,307,"U, K-6","Major Cities","Greystanes",75798,"Major Cities of Australia","2016",150.941499,-33.81445227
